XDistance (m) (Distance  m)mm Left rail  vertical irregularities (mm);Distance (m) (Distance  m)mm Right rail  vertical irregularities (mm);Distance (m) (Distance  m)mm Left rail  horizontal irregularities (mm);Distance (m) (Distance  m)mm Right rail  horizontal irregularities (mm);
3293.3;-0.000734925;0.004557827;-0.066173755;-0.088734314
3293.3999;-0.00237432;0.004915332;-0.065923356;-0.088976897
3293.5;-0.004188195;0.005261797;-0.065700971;-0.089050166
3293.6001;-0.006050187;0.005587897;-0.065495655;-0.088999465
3293.7;-0.007821896;0.005872236;-0.065302044;-0.088881433
3293.8;-0.009385879;0.00608332;-0.065127589;-0.088752151
3293.8999;-0.010671712;0.006186306;-0.064994253;-0.088657849
3294;-0.011667972;0.006152626;-0.064932443;-0.088629536
3294.1001;-0.012417381;0.005969261;-0.064968638;-0.088681765
3294.2;-0.012997452;0.005644206;-0.065110445;-0.088813901
3294.3;-0.013493363;0.005205795;-0.065335296;-0.089012682
3294.3999;-0.013971772;0.004695542;-0.065587729;-0.089254603
3294.5;-0.014463697;0.00415645;-0.065788254;-0.089508042
3294.6001;-0.014961164;0.003620407;-0.065852247;-0.089735396
3294.7;-0.015427789;0.003098777;-0.065714166;-0.089896329
3294.8;-0.015818717;0.002579358;-0.065349311;-0.089952461
3294.8999;-0.016102552;0.002030842;-0.064786091;-0.089873508
3295;-0.016277419;0.001413439;-0.064103968;-0.089643613
3295.1001;-0.016375545;0.000692239;-0.063416816;-0.089266293
3295.2;-0.016454838;-0.000150993;-0.062846296;-0.088766344
3295.3;-0.016580358;-0.00111147;-0.062492866;-0.088187903
3295.3999;-0.016801996;-0.002162457;-0.062413275;-0.087588832
3295.5;-0.017135881;-0.003263401;-0.062611192;-0.087033018
3295.6001;-0.017555695;-0.004372302;-0.063043296;-0.086582467
3295.7;-0.01799681;-0.005458234;-0.063638173;-0.086291172
3295.8;-0.018371874;-0.006509787;-0.06432125;-0.086201966
3295.8999;-0.018592961;-0.007536639;-0.065037087;-0.086345933
3296;-0.018593466;-0.008563669;-0.065761618;-0.086743265
3296.1001;-0.018343374;-0.009619504;-0.066500857;-0.087403767
3296.2;-0.017853929;-0.01072314;-0.067277186;-0.088325322
3296.3;-0.017171323;-0.011872983;-0.06810943;-0.089490399
3296.3999;-0.016362457;-0.013041899;-0.068994619;-0.090861462
3296.5;-0.01549788;-0.014179952;-0.069898933;-0.092377536
3296.6001;-0.014637378;-0.015224242;-0.070762023;-0.093954787
3296.7;-0.013822019;-0.016113047;-0.071513556;-0.095492683
3296.8;-0.013073783;-0.016800232;-0.072096303;-0.096885838
3296.8999;-0.012401147;-0.017265849;-0.07248731;-0.098039567
3297;-0.011807103;-0.017519994;-0.072708964;-0.098885477
3297.1001;-0.011295826;-0.017599054;-0.072824925;-0.099392459
3297.2;-0.01087535;-0.017555628;-0.07292141;-0.09956982
3297.3;-0.010555767;-0.017445195;-0.073079422;-0.099460885
3297.3999;-0.010344616;-0.017313525;-0.073347196;-0.099128641
3297.5;-0.010242447;-0.0171884;-0.07372231;-0.098637089
3297.6001;-0.01024143;-0.017077951;-0.074150145;-0.098033741
3297.7;-0.010328568;-0.016975833;-0.074540086;-0.097338684
3297.8;-0.010492935;-0.016871458;-0.07479427;-0.096543029
3297.8999;-0.010734329;-0.016761858;-0.074839994;-0.095617533
3298;-0.011069738;-0.016661227;-0.074654683;-0.094528444
3298.1001;-0.011534364;-0.016604669;-0.074274957;-0.093255587
3298.2;-0.012175661;-0.016644284;-0.073786199;-0.091807052
3298.3;-0.01304129;-0.016837863;-0.073295683;-0.09022595
3298.3999;-0.014164191;-0.017232809;-0.072897762;-0.088587269
3298.5;-0.015549199;-0.017849458;-0.072642259;-0.086985797
3298.6001;-0.017165476;-0.018668737;-0.072516553;-0.085518941
3298.7;-0.018947242;-0.01962826;-0.072447054;-0.084269159
3298.8;-0.020802798;-0.020629166;-0.072319932;-0.083291061
3298.8999;-0.02262927;-0.021553161;-0.072014295;-0.082605556
3299;-0.024328856;-0.02228648;-0.071437366;-0.082201801
3299.1001;-0.025822211;-0.022745198;-0.07055074;-0.082044609
3299.2;-0.027055886;-0.02289547;-0.069379941;-0.082084276
3299.3;-0.028002946;-0.022763103;-0.068005025;-0.08226499
3299.3999;-0.028658241;-0.022429127;-0.066536449;-0.082529925
3299.5;-0.029031394;-0.022011673;-0.065084651;-0.082822569
3299.6001;-0.029140795;-0.021637948;-0.063733675;-0.083085783
3299.7;-0.029010883;-0.021413058;-0.062526882;-0.083260991
3299.8;-0.028673122;-0.021393668;-0.061468385;-0.083289877
3299.8999;-0.028169032;-0.021573482;-0.060537897;-0.083119437
3300;-0.027552608;-0.021884829;-0.059712261;-0.082709685
3300.1001;-0.026889443;-0.022216437;-0.058984697;-0.082041815
3300.2;-0.026251171;-0.022443065;-0.058374193;-0.081123658
3300.3;-0.025705963;-0.022459505;-0.057921275;-0.079990074
3300.3999;-0.025307663;-0.022209963;-0.057671916;-0.078697316
3300.5;-0.025087146;-0.021704955;-0.057655662;-0.077312216
3300.6001;-0.025049102;-0.021021036;-0.057866558;-0.075899035
3300.7;-0.025175711;-0.020283312;-0.058254473;-0.074507348
3300.8;-0.025436264;-0.019635249;-0.058731023;-0.073164091
3300.8999;-0.025799394;-0.019203657;-0.059188735;-0.071871452
3301;-0.026243653;-0.019068085;-0.059527773;-0.070610501
3301.1001;-0.026762404;-0.019242475;-0.059681494;-0.069348723
3301.2;-0.02736114;-0.019673597;-0.059632346;-0.068048686
3301.3;-0.028048124;-0.020256236;-0.059413124;-0.066675857
3301.3999;-0.028821977;-0.020860709;-0.059093088;-0.065203749
3301.5;-0.029661218;-0.021365216;-0.058753971;-0.063617036
3301.6001;-0.030520447;-0.021684613;-0.058463715;-0.061913379
3301.7;-0.03133557;-0.021788517;-0.0582566;-0.060105469
3301.8;-0.032037206;-0.021704875;-0.058125824;-0.058223844
3301.8999;-0.032568131;-0.021509057;-0.05803008;-0.056319591
3302;-0.032898702;-0.021302234;-0.057910863;-0.054464873
3302.1001;-0.033034343;-0.021185227;-0.057713661;-0.052748747
3302.2;-0.033011615;-0.021234594;-0.057405133;-0.051266532
3302.3;-0.032883219;-0.021486534;-0.056980353;-0.050103113
3302.3999;-0.032696415;-0.021931715;-0.056457937;-0.049313065
3302.5;-0.032472022;-0.022521067;-0.055865668;-0.048902839
3302.6001;-0.032191776;-0.023180027;-0.055222671;-0.048821069
3302.7;-0.031799391;-0.023827024;-0.054525461;-0.048961736
3302.8;-0.031216456;-0.024391524;-0.053743694;-0.049181826
3302.8999;-0.030369077;-0.024827683;-0.05282779;-0.049330797
3303;-0.029217336;-0.025121287;-0.051726069;-0.04928489
3303.1001;-0.027777679;-0.025289144;-0.050405435;-0.048977032
3303.2;-0.026130119;-0.025371976;-0.04886803;-0.048413131
3303.3;-0.024406316;-0.025422715;-0.047157567;-0.047668971
3303.3999;-0.022760456;-0.025492774;-0.045352511;-0.046867207
3303.5;-0.021330571;-0.025618931;-0.043547757;-0.046140015
3303.6001;-0.020201173;-0.025812987;-0.04183054;-0.045587748
3303.7;-0.019378403;-0.026056007;-0.040258229;-0.045245595
3303.8;-0.018785527;-0.026298124;-0.038845114;-0.045068599
3303.8999;-0.018280752;-0.026464123;-0.037562236;-0.044940066
3304;-0.017692901;-0.026464129;-0.036349934;-0.044701576
3304.1001;-0.016865168;-0.026207805;-0.035138674;-0.044196211
3304.2;-0.01569492;-0.025619766;-0.033871159;-0.043312393
3304.3;-0.014158761;-0.024653405;-0.032518737;-0.042015482
3304.3999;-0.012316644;-0.023300547;-0.031087369;-0.04035791
3304.5;-0.010294963;-0.021594953;-0.029612357;-0.03846509
3304.6001;-0.008254618;-0.019608919;-0.028144738;-0.036501676
3304.7;-0.006353995;-0.017443664;-0.026735049;-0.034628708
3304.8;-0.004717468;-0.015215506;-0.025420407;-0.03296449
3304.8999;-0.003417524;-0.013040571;-0.024219133;-0.031560645
3305;-0.002473671;-0.011021008;-0.023133826;-0.030399458
3305.1001;-0.001865773;-0.009234889;-0.022160478;-0.029411981
3305.2;-0.001555085;-0.007730906;-0.021298761;-0.028509507
3305.3;-0.001504478;-0.006527654;-0.020558508;-0.027617577
3305.3999;-0.001690526;-0.005616308;-0.019959077;-0.026701188
3305.5;-0.002103796;-0.004965119;-0.019521445;-0.025773562
3305.6001;-0.002738403;-0.004524408;-0.019256156;-0.024886817
3305.7;-0.00357603;-0.004231502;-0.019152274;-0.024108971
3305.8;-0.004571693;-0.004015878;-0.019172592;-0.02349636
3305.8999;-0.005647941;-0.003805275;-0.019258194;-0.023071615
3306;-0.006701082;-0.003533447;-0.019342082;-0.022815043
3306.1001;-0.007618674;-0.003149462;-0.019367898;-0.022672229
3306.2;-0.008303312;-0.002627334;-0.019307485;-0.022574795
3306.3;-0.008695319;-0.001973786;-0.019170798;-0.022466559
3306.3999;-0.008786986;-0.001231448;-0.019003971;-0.022325505
3306.5;-0.008623622;-0.00047533;-0.01887512;-0.022173446
3306.6001;-0.00829095;0.000198171;-0.018851871;-0.022069704
3306.7;-0.007892691;0.000688523;-0.018977508;-0.022090591
3306.8;-0.007525391;0.000911267;-0.019253699;-0.022301596
3306.8999;-0.007258155;0.0008167;-0.019635754;-0.022731528
3307;-0.007123123;0.000402374;-0.020042572;-0.023357386
3307.1001;-0.007118744;-0.000283941;-0.020378631;-0.024104986
3307.2;-0.007223461;-0.001151903;-0.02056139;-0.024865214
3307.3;-0.007413963;-0.002085182;-0.020545587;-0.025520619
3307.3999;-0.00768074;-0.002963043;-0.02033677;-0.025973866
3307.5;-0.008034863;-0.003681714;-0.019989789;-0.02616922
3307.6001;-0.008503228;-0.004170651;-0.019592645;-0.026100842
3307.7;-0.009113851;-0.004400369;-0.019240707;-0.025806179
3307.8;-0.009876558;-0.004380934;-0.019009253;-0.025347682
3307.8999;-0.01076646;-0.00415278;-0.018932596;-0.024789568
3308;-0.011717;-0.003773221;-0.018995881;-0.02417757
3308.1001;-0.012626401;-0.003302717;-0.019141553;-0.023527995
3308.2;-0.013376981;-0.002794281;-0.019287976;-0.02282886
3308.3;-0.013862426;-0.002287864;-0.019354101;-0.022051554
3308.3999;-0.014015237;-0.00180973;-0.019282682;-0.0211681
3308.5;-0.013826148;-0.001375356;-0.019055294;-0.020167466
3308.6001;-0.01334946;-0.000993692;-0.018695405;-0.019065278
3308.7;-0.012692394;-0.000670926;-0.018259451;-0.017903965
3308.8;-0.011991208;-0.000412719;-0.017819323;-0.016743915
3308.8999;-0.011380706;-0.000224995;-0.017441805;-0.01564922
3309;-0.010965472;-0.000114039;-0.017170763;-0.014673196
3309.1001;-0.010800377;-8.67E-05;-0.017016351;-0.013848319
3309.2;-0.010884825;-0.000151307;-0.016953195;-0.013183275
3309.3;-0.011170987;-0.000317715;-0.016926721;-0.012666849
3309.3999;-0.011582242;-0.000596952;-0.016865131;-0.012276072
3309.5;-0.012035464;-0.000997608;-0.016693663;-0.011984762
3309.6001;-0.012460389;-0.001519606;-0.016348142;-0.01176902
3309.7;-0.012811104;-0.002146099;-0.015785862;-0.011608092
3309.8;-0.013067815;-0.002836087;-0.0149929;-0.011481248
3309.8999;-0.013230524;-0.003521123;-0.013987692;-0.011363274
3310;-0.01330871;-0.004109143;-0.012820867;-0.011221851
3310.1001;-0.013311888;-0.004496764;-0.011571158;-0.011019199
3310.2;-0.013244856;-0.004588739;-0.010337095;-0.010718483
3310.3;-0.013109021;-0.004320488;-0.009224496;-0.010293104
3310.3999;-0.012908462;-0.003677652;-0.008330671;-0.009735316
3310.5;-0.012657357;-0.002706417;-0.00772761;-0.009060359
3310.6001;-0.012384767;-0.001510147;-0.007447572;-0.008303542
3310.7;-0.012133914;-0.000231447;-0.007474971;-0.00751025
3310.8;-0.011955244;0.00097696;-0.007747631;-0.006721626
3310.8999;-0.011895169;0.001985422;-0.008168452;-0.005960734
3311;-0.0119842;0.002715668;-0.008625605;-0.005224433
3311.1001;-0.012228692;0.003156038;-0.009016542;-0.004484736
3311.2;-0.012609141;0.003358884;-0.009269421;-0.003700483
3311.3;-0.013085773;0.003420372;-0.009355607;-0.002836586
3311.3999;-0.013609433;0.003448228;-0.009289184;-0.001885235
3311.5;-0.014133899;0.003526751;-0.009113194;-0.000882169
3311.6001;-0.01462527;0.003689429;-0.008876627;8.80E-05
3311.7;-0.015065279;0.003907416;-0.008609477;0.000900612
3311.8;-0.015447767;0.004097339;-0.008304378;0.001412883
3311.8999;-0.01577037;0.004146004;-0.007911763;0.001494622
3312;-0.016025435;0.003944311;-0.007351453;0.001059914
3312.1001;-0.016194694;0.003419751;-0.00653828;9.21E-05
3312.2;-0.016250828;0.002557337;-0.005414478;-0.001344566
3312.3;-0.016166409;0.001402386;-0.003978645;-0.003109466
3312.3999;-0.01592751;4.45E-05;-0.002301408;-0.005005914
3312.5;-0.015547015;-0.001412195;-0.000521382;-0.006812461
3312.6001;-0.015071996;-0.002882145;0.001179202;-0.008318725
3312.7;-0.014581094;-0.004324853;0.002613531;-0.009358513
3312.8;-0.014170984;-0.005754857;0.003633356;-0.009834204
3312.8999;-0.013934908;-0.007232226;0.004163957;-0.009728712
3313;-0.013939342;-0.008836051;0.004220549;-0.009104065
3313.1001;-0.014206166;-0.010629328;0.003900961;-0.008088133
3313.2;-0.014706406;-0.012626572;0.003356304;-0.006852765
3313.3;-0.015368232;-0.01477494;0.002747842;-0.005587451
3313.3999;-0.016097339;-0.016955657;0.002202394;-0.004472701
3313.5;-0.016803635;-0.01900623;0.001778996;-0.003656855
3313.6001;-0.017425843;-0.0207575;0.001456227;-0.003239299
3313.7;-0.01794607;-0.022074847;0.00114342;-0.003262069
3313.8;-0.018389452;-0.022891339;0.000711987;-0.003710734
3313.8999;-0.018808877;-0.023222972;3.73E-05;-0.004524105
3314;-0.019259848;-0.02316137;-0.000961096;-0.005610878
3314.1001;-0.019773988;-0.022846119;-0.002292913;-0.006869955
3314.2;-0.020340387;-0.022424813;-0.003890632;-0.008210235
3314.3;-0.020901652;-0.022012662;-0.005625062;-0.009565534
3314.3999;-0.02136666;-0.021663297;-0.007337377;-0.010901245
3314.5;-0.021636494;-0.02135909;-0.008878314;-0.01221131
3314.6001;-0.021635387;-0.021023223;-0.010143588;-0.013506688
3314.7;-0.021336613;-0.020549418;-0.011096355;-0.014799031
3314.8;-0.020774573;-0.019839967;-0.011771707;-0.016084926
3314.8999;-0.020038657;-0.018840596;-0.012263444;-0.01733622
3315;-0.019250337;-0.017561939;-0.012697929;-0.018500287
3315.1001;-0.018530376;-0.01608154;-0.013202729;-0.019511143
3315.2;-0.017966509;-0.014526461;-0.013878066;-0.020308655
3315.3;-0.01759175;-0.013042085;-0.014777324;-0.02086018
3315.3999;-0.017380312;-0.011756754;-0.015899677;-0.02117748
3315.5;-0.017262317;-0.010752635;-0.017194491;-0.021322615
3315.6001;-0.017152529;-0.010051049;-0.018574564;-0.021399481
3315.7;-0.016983649;-0.009615723;-0.019933933;-0.021531792
3315.8;-0.016733335;-0.009372026;-0.021166209;-0.021832757
3315.8999;-0.016435992;-0.009235375;-0.022180462;-0.022374593
3316;-0.016175363;-0.009139596;-0.022913061;-0.02316664
3316.1001;-0.016060028;-0.009056257;-0.023335079;-0.024148868
3316.2;-0.016189488;-0.00899927;-0.023455257;-0.025203262
3316.3;-0.016621381;-0.009013675;-0.0233187;-0.026180627
3316.3999;-0.017350152;-0.009152742;-0.023001069;-0.026935689
3316.5;-0.018303784;-0.009451142;-0.022598261;-0.02736102
3316.6001;-0.019359648;-0.009903263;-0.022212094;-0.027410597
3316.7;-0.020374672;-0.010454246;-0.021933515;-0.027106714
3316.8;-0.021220777;-0.011007449;-0.021826116;-0.026528949
3316.8999;-0.021815253;-0.011447084;-0.021913474;-0.025788844
3317;-0.022137458;-0.011669916;-0.02217366;-0.024997944
3317.1001;-0.022227705;-0.011617089;-0.022543067;-0.024238475
3317.2;-0.022169493;-0.011296597;-0.02292946;-0.023544621
3317.3;-0.022061042;-0.010789362;-0.023231629;-0.022899054
3317.3999;-0.021984834;-0.010236263;-0.023361083;-0.022244669
3317.5;-0.021983819;-0.009808761;-0.02326029;-0.021507168
3317.6001;-0.022050492;-0.009670371;-0.022912834;-0.020621356
3317.7;-0.022130879;-0.009938861;-0.022343036;-0.019553425
3317.8;-0.022141153;-0.010658997;-0.021605641;-0.01831327
3317.8999;-0.021991404;-0.011792923;-0.020769063;-0.016954117
3318;-0.021609604;-0.013230529;-0.019897444;-0.015560462
3318.1001;-0.020959605;-0.014816854;-0.019036938;-0.014228497
3318.2;-0.020049311;-0.016389199;-0.018209971;-0.013044661
3318.3;-0.018928189;-0.017814077;-0.01741844;-0.012067899
3318.3999;-0.017676046;-0.019014586;-0.016653745;-0.011319531
3318.5;-0.01638687;-0.019981507;-0.015909299;-0.010782134
3318.6001;-0.015151918;-0.020766091;-0.015190553;-0.010406556
3318.7;-0.01404567;-0.021457415;-0.014518561;-0.010124309
3318.8;-0.013116829;-0.022151265;-0.013925737;-0.009862033
3318.8999;-0.012385104;-0.022919405;-0.013445321;-0.009554899
3319;-0.011843221;-0.023787608;-0.013098515;-0.009156853
3319.1001;-0.011462971;-0.024727937;-0.012884178;-0.008646625
3319.2;-0.011203754;-0.025666609;-0.012775144;-0.008029433
3319.3;-0.011022162;-0.026504409;-0.012722904;-0.007334837
3319.3999;-0.0108811;-0.027143303;-0.012669383;-0.006611415
3319.5;-0.010757114;-0.027511694;-0.012562004;-0.005919064
3319.6001;-0.010644593;-0.027581505;-0.012366962;-0.005319792
3319.7;-0.01055589;-0.027373083;-0.012076277;-0.00486819
3319.8;-0.010516997;-0.026947573;-0.011706346;-0.004602984
3319.8999;-0.010559425;-0.026389819;-0.011288757;-0.004541236
3320;-0.01070994;-0.025787234;-0.010856958;-0.004676531
3320.1001;-0.010980755;-0.025210656;-0.010433797;-0.004981748
3320.2;-0.01136288;-0.024702013;-0.010024674;-0.005416003
3320.3;-0.011824846;-0.024271239;-0.009618929;-0.005934165
3320.3999;-0.012317514;-0.02390193;-0.009198939;-0.006496553
3320.5;-0.012783939;-0.023562947;-0.008753453;-0.007076286
3320.6001;-0.013171552;-0.023221731;-0.008289822;-0.007662344
3320.7;-0.013443021;-0.022855299;-0.007839986;-0.008257742
3320.8;-0.013582416;-0.022456095;-0.007457099;-0.008873684
3320.8999;-0.013594689;-0.022031806;-0.007203083;-0.009521843
3321;-0.013498688;-0.021600161;-0.007130809;-0.010207411
3321.1001;-0.013316104;-0.021180991;-0.007266936;-0.010925143
3321.2;-0.013060261;-0.020788323;-0.00760164;-0.011659395
3321.3;-0.012728798;-0.02042467;-0.008089522;-0.012387569
3321.3999;-0.012303088;-0.020078819;-0.0086623;-0.013085105
3321.5;-0.011754815;-0.019727163;-0.009249819;-0.013729579
3321.6001;-0.011057651;-0.019337762;-0.009802794;-0.014301978
3321.7;-0.010199932;-0.018876053;-0.010309679;-0.014784546
3321.8;-0.009193724;-0.018311035;-0.010801597;-0.015156293
3321.8999;-0.008076653;-0.017621212;-0.01134298;-0.015388677
3322;-0.006905312;-0.016799733;-0.012010225;-0.015444332
3322.1001;-0.005741894;-0.015858261;-0.012864778;-0.015281023
3322.2;-0.004638142;-0.014828889;-0.013929201;-0.014861105
3322.3;-0.003621726;-0.013763133;-0.015174183;-0.014164576
3322.3999;-0.002689487;-0.012727085;-0.016521109;-0.013201856
3322.5;-0.001809731;-0.01179221;-0.017860007;-0.01202178
3322.6001;-0.000932745;-0.011022344;-0.019077621;-0.010711039
3322.7;-6.02E-06;-0.010458793;-0.020087093;-0.009383645
3322.8;0.001010843;-0.010106694;-0.020850001;-0.008161961
3322.8999;0.002136281;-0.009926465;-0.021383911;-0.007153746
3323;0.003364678;-0.009833736;-0.021753173;-0.006431257
3323.1001;0.004671968;-0.009709529;-0.022046065;-0.006018305
3323.2;0.006025976;-0.009420015;-0.022345796;-0.005889082
3323.3;0.007396995;-0.008842371;-0.02270481;-0.005979242
3323.3999;0.008764169;-0.007891121;-0.023130644;-0.006206023
3323.5;0.010115111;-0.006538568;-0.023587704;-0.006491499
3323.6001;0.011439088;-0.004823846;-0.02401397;-0.006782144
3323.7;0.012716861;-0.002847782;-0.024346558;-0.007058999
3323.8;0.01391206;-0.000754348;-0.024547076;-0.00733578
3323.8999;0.014968697;0.001296949;-0.024617679;-0.007646108
3324;0.015817506;0.0031609;-0.024601869;-0.008024329
3324.1001;0.01639051;0.004731283;-0.024569161;-0.008486498
3324.2;0.016639922;0.00595454;-0.024588427;-0.009017854
3324.3;0.016555397;0.006829883;-0.024698664;-0.009570952
3324.3999;0.016173439;0.007397103;-0.024887323;-0.010075169
3324.5;0.015574869;0.007716894;-0.025084153;-0.010454614
3324.6001;0.014869764;0.007850219;-0.025173772;-0.010648806
3324.7;0.014173361;0.007843045;-0.025024284;-0.01062969
3324.8;0.013579397;0.007720432;-0.024523893;-0.010409689
3324.8999;0.013138436;0.007490481;-0.023614746;-0.010038313
3325;0.012847401;0.00715516;-0.022313697;-0.00958841
